Time_s,Voltage_V,Current_A,SOC,Temperature_C
32485,4.043139754788244,-18.0,0.6119047619046328,62.02554661235936
32486,4.043455228505076,-18.0,0.6122619047617757,62.02040984578832
32487,4.043770606656758,-18.0,0.6126190476189185,62.01528335851363
32488,4.044085896247895,-18.0,0.6129761904760613,62.01016712411677
32489,4.044401103941453,-18.0,0.6133333333332042,62.00506111676875
32490,4.044716236074382,-18.0,0.613690476190347,61.99996531120055
32491,4.045031298672563,-18.0,0.6140476190474898,61.994879682675
32492,4.0453462974651195,-18.0,0.6144047619046327,61.98980420695995
32493,4.045661237898098,-18.0,0.6147619047617755,61.98473886030266
32494,4.045976125147551,-18.0,0.6151190476189183,61.97968361940535
32495,4.046290964132063,-18.0,0.6154761904760612,61.97463846140194
32496,4.046605759524727,-18.0,0.615833333333204,61.969603363835816
32497,4.046920515764595,-18.0,0.6161904761903468,61.96457830463871
32498,4.047235237067634,-18.0,0.6165476190474897,61.95956326211046
32499,4.0475499274372,-18.0,0.6169047619046325,61.954558214899826
32500,4.047864590674062,-18.0,0.6172619047617753,61.94956314198616
32501,4.0481792303859745,-18.0,0.6176190476189182,61.94457802266193
32502,4.0484938499968415,-18.0,0.617976190476061,61.93960283651611
32503,4.048808452755473,-18.0,0.6183333333332038,61.934637563418335
32504,4.049123041743957,-18.0,0.6186904761903467,61.92968218350383
32505,4.049437619885665,-18.0,0.6190476190474895,61.924736677159046
32506,4.0497521899529,-18.0,0.6194047619046323,61.919801025008006
32507,4.050066754574214,-18.0,0.6197619047617752,61.91487520789929
32508,4.050381316241395,-18.0,0.620119047618918,61.90995920689368
32509,4.050695877316147,-18.0,0.6204761904760608,61.90505300325237
32510,4.051010440036475,-18.0,0.6208333333332037,61.90015657842578
32511,4.051325006522784,-18.0,0.6211904761903465,61.895269914042935
32512,4.051639578783712,-18.0,0.6215476190474893,61.89039299190134
32513,4.051954158721686,-18.0,0.6219047619046322,61.88552579395735
32514,4.05226874813826,-18.0,0.622261904761775,61.88066830231707
32515,4.052583348739179,-18.0,0.6226190476189178,61.875820499227665
32516,4.052897962139243,-18.0,0.6229761904760607,61.87098236706912
32517,4.053212589866939,-18.0,0.6233333333332035,61.86615388834643
32518,4.053527233368867,-18.0,0.6236904761903463,61.86133504568219
32519,4.0538418940139715,-18.0,0.6240476190474892,61.85652582180955
32520,4.054156573097567,-18.0,0.624404761904632,61.85172619956553
32521,4.054471271845201,-18.0,0.6247619047617748,61.84693616188474
32522,4.054785991416327,-18.0,0.6251190476189177,61.84215569179333
