Time_s,Voltage_V,Current_A,Temperature_C
36506,3.728594093481759,30.0,57.92737789458211
36507,3.7218206944474304,30.0,57.952114242425054
36508,3.7153108431779214,30.0,57.97766495626598
36509,3.70905354121176,30.0,58.0039919672864
36510,3.7030382469192995,30.0,58.03105880373142
36511,3.6972548565640038,30.0,58.05883052452458
36512,3.691693686148089,30.0,58.08727365563531
36513,3.686345454010062,30.0,58.11635612908486
36514,3.681201264143026,30.0,58.146047224481634
36515,3.676252590203913,30.0,58.17631751298091
36516,3.6714912601850442,30.0,58.207138803568725
36517,3.6669094417205983,30.0,58.238484091573575
36518,3.662499628001699,30.0,58.2703275093136
36519,3.6582546242749356,30.0,58.302644278790886
36520,3.6541675349001546,30.0,58.33541066634798
36521,3.6502317509443674,30.0,58.368603939205485
36522,3.646440938289586,30.0,58.40220232380255
36523,3.642789026233306,30.0,58.43618496586586
36524,3.639270196561239,30.0,58.47053189213533
36525,3.635878873072746,30.0,58.50522397367785
36526,3.6326097115402214,30.0,58.54024289072342
36527,3.629457590084477,30.0,58.57557109896048
36528,3.6264175999488817,30.0,58.61119179722999
36529,3.6234850366557594,30.0,58.64708889656039
36530,3.6206553915292194,30.0,58.683246990487724
36531,3.617924343569238,30.0,58.71965132660783
36532,3.615287751662454,30.0,58.75628777930943
36533,3.6127416471157368,30.0,58.79314282363922
36534,3.610282226499155,30.0,58.83020351025209
36535,3.6079058447855448,30.0,58.86745744140136
36536,3.605609008774386,30.0,58.904892747926155
36537,3.603388370788215,30.0,58.94249806719433
36538,3.601240722630302,30.0,58.980262521961585
36539,3.59916298979275,30.0,59.018175700108586
36540,3.5971522259046664,30.0,59.05622763521983
36541,3.5952056074104526,30.0,59.09440878796933
36542,3.5933204284686924,30.0,59.13271002827963
36543,3.591494096062487,30.0,59.171122618222135
36544,3.5897241253125025,30.0,59.209638195627996
36545,3.588008134984314,30.0,59.24824875838013
36546,3.586343843182011,30.0,59.286946649358086
36547,3.584729063220345,30.0,59.32572454200869
36548,3.5831616996680244,30.0,59.36457542651657
36549,3.5816397445550776,30.0,59.403492596549626
36550,3.580161273737471,30.0,59.4424696365556
36551,3.578724443412483,30.0,59.481500409587
36552,3.5773274867785876,30.0,59.52057904563228
36553,3.575968710833851,30.0,59.559699930432465
36554,3.5746464933071214,30.0,59.59885769476293
36555,3.573359279716491,30.0,59.63804720416114
36556,3.572105580549779,30.0,59.67726354908183
36557,3.5708839685619633,30.0,59.716502035461836
36558,3.569693076184718,30.0,59.75575817567766
36559,3.568531593043434,30.0,59.795027679879425
36560,3.5673982635772346,30.0,59.83430644768562
36561,3.5662918847577454,30.0,59.87359056022365
36562,3.5652113039025246,30.0,59.91287627250184
36563,3.5641554165792124,30.0,59.952160006099184
36564,3.5631231645966635,30.0,59.99143834215956
36565,3.5621135340794523,30.0,60.030708014677856
36566,3.56112555362228,30.0,60.06996590406586
36567,3.5601582925210002,30.0,60.1092090309863
36568,3.559210859077062,30.0,60.14843455044388
36569,3.5582823989723495,30.0,60.18763974612268
36570,3.557372093711478,30.0,60.22682202495966
36571,3.556479159128779,30.0,60.2659789119445
36572,3.555602843957262,30.0,60.30510804513632
36573,3.5547424284570135,30.0,60.34420717088833
36574,3.553897223100547,30.0,60.383274139271705
36575,3.553066567312757,30.0,60.422306899690525
36576,3.5522498282632062,30.0,60.46130349667969
36577,3.551446399708582,30.0,60.50026206587833
36578,3.5506557008832433,30.0,60.53918083017139
36579,3.549877175435848,30.0,60.578058095992304
36580,3.549110290410181,30.0,60.616892249780264
36581,3.5483545352683183,30.0,60.65568175458543
36582,3.547609420954394,30.0,60.6944251468161
36583,3.546874478997278,30.0,60.733121033121876
36584,3.5461492606505467,30.0,60.77176808740713
36585,3.5454333360682133,30.0,60.81036504796947
36586,3.544726293514721,30.0,60.84891071475786
36587,3.5440277386077836,30.0,60.88740394674553
36588,3.5433372935927205,30.0,60.92584365941287
36589,3.542654596646958,30.0,60.96422882233569
36590,3.541979301213468,30.0,61.00255845687454
36591,3.541311075361931,30.0,61.040831633960785
36592,3.5406496011764763,30.0,61.07904747197553
36593,3.5399945741689023,30.0,61.11720513471742
36594,3.5393457027163047,30.0,61.155303829455704
36595,3.53870270752212,30.0,61.19334280506488
36596,3.5380653210995994,30.0,61.231321350237735
36597,3.5374332872767815,30.0,61.2692387917733
36598,3.5368063607220814,30.0,61.30709449293674
36599,3.5361843064896363,30.0,61.344887851888146
36600,3.5355668995835785,30.0,61.382618300177285
36601,3.5349539245404644,30.0,61.42028530130169
36602,3.534345175029098,30.0,61.457888349325344
36603,3.5337404534670314,30.0,61.49542696755551
36604,3.5331395706530384,30.0,61.532900707275196
36605,3.5325423454149165,30.0,61.57030914652902
36606,3.5319486042719666,30.0,61.60765188896018
36607,3.531358181111542,30.0,61.64492856269645
36608,3.530770916879094,30.0,61.68213881928315
36609,3.5301866592811337,30.0,61.71928233266109
36610,3.5296052625005987,30.0,61.75635879818759
36611,3.529026586924083,30.0,61.79336793169895
36612,3.52845049888046,30.0,61.830309468612384
36613,3.5278768703904078,30.0,61.86718316306596
36614,3.5273055789263967,30.0,61.903988787094896
36615,3.5267365071826995,30.0,61.940726129842666
36616,3.5261695428549977,30.0,61.977394996805536
36617,3.5256045784292085,30.0,62.01399520910903
36618,3.525041510979126,30.0,62.050526602815076
36619,3.524480241972521,30.0,62.086989028258536
36620,3.5239206770853495,30.0,62.123382349411834
36621,3.5233627260237244,30.0,62.159706443276576
36622,3.522806302353338,30.0,62.195961199300996
36623,3.522251323336019,30.0,62.23214651882216
36624,3.5216977097731226,30.0,62.268262314531874
36625,3.521145385855484,30.0,62.304308509965296
36626,3.5205942790196483,30.0,62.34028503901138
36627,3.5200443198101183,30.0,62.376191845444104
36628,3.519495441747383,30.0,62.41202888247375
36629,3.518947581201462,30.0,62.44779611231726
36630,3.51840067727076,30.0,62.483493505787024
36631,3.5178546716659933,30.0,62.519121041897115
36632,3.517309508598991,30.0,62.55467870748648
36633,3.5167651346761524,30.0,62.5901664968582
36634,3.516221498796383,30.0,62.625584411434225
36635,3.515678552053309,30.0,62.660932459424856
36636,3.5151362476416015,30.0,62.69621065551249
36637,3.514594540767231,30.0,62.731419020548884
36638,3.5140533885614995,30.0,62.76655758126547
36639,3.513512749998681,30.0,62.801626369996086
